hearing_id,statement_index,dom_id,speaker,speaker_type,statement,bill,bill_segment_start,bill_segment_end,ab2222_reference,statement_type,sentence_index,sentence,matched_groups,matched_terms,n_keyword_groups,keyword_match,context_relevant
279661,301,10331740,Jeffery Knox,Person,Complicating things further is the harm wrought by AI technology and its ability to churn out unreliable and polarizing slop that diverts traffic away from the work of real journalists. Lawmakers need to step in and make the policy changes necessary to ensure continued access to the journalism that keeps our democracy thriving. Assemblymember Ward's AB 2222 is urgently needed. It makes funding available to incentivize the hiring of professional journalists.,AB 2222,288,691,True,non_legislator,1,Complicating things further is the harm wrought by AI technology and its ability to churn out unreliable and polarizing slop that diverts traffic away from the work of real journalists.,journalists_reporters,journalists,1,True,True
279661,301,10331740,Jeffery Knox,Person,Complicating things further is the harm wrought by AI technology and its ability to churn out unreliable and polarizing slop that diverts traffic away from the work of real journalists. Lawmakers need to step in and make the policy changes necessary to ensure continued access to the journalism that keeps our democracy thriving. Assemblymember Ward's AB 2222 is urgently needed. It makes funding available to incentivize the hiring of professional journalists.,AB 2222,288,691,True,non_legislator,2,Lawmakers need to step in and make the policy changes necessary to ensure continued access to the journalism that keeps our democracy thriving.,journalists_reporters; civic_effects,journalism; democracy,2,True,True
279661,301,10331740,Jeffery Knox,Person,Complicating things further is the harm wrought by AI technology and its ability to churn out unreliable and polarizing slop that diverts traffic away from the work of real journalists. Lawmakers need to step in and make the policy changes necessary to ensure continued access to the journalism that keeps our democracy thriving. Assemblymember Ward's AB 2222 is urgently needed. It makes funding available to incentivize the hiring of professional journalists.,AB 2222,288,691,True,non_legislator,3,Assemblymember Ward's AB 2222 is urgently needed.,bill_reference,AB 2222,1,True,True
279661,301,10331740,Jeffery Knox,Person,Complicating things further is the harm wrought by AI technology and its ability to churn out unreliable and polarizing slop that diverts traffic away from the work of real journalists. Lawmakers need to step in and make the policy changes necessary to ensure continued access to the journalism that keeps our democracy thriving. Assemblymember Ward's AB 2222 is urgently needed. It makes funding available to incentivize the hiring of professional journalists.,AB 2222,288,691,True,non_legislator,4,It makes funding available to incentivize the hiring of professional journalists.,journalists_reporters; employment_workforce,journalists; hiring,2,True,True
279661,303,10331742,Jeffery Knox,Person,"A $20,000 job retention credit to those who hire journalists is about keeping Californians armed with access to human-made news coverage. This is about preserving the economic viability for outlets of all sizes and preserving Californians' intellectual viability. This is about our freedom and our future. Thank you very much.",AB 2222,288,691,False,non_legislator,1,"A $20,000 job retention credit to those who hire journalists is about keeping Californians armed with access to human-made news coverage.",journalists_reporters; employment_workforce,journalists; job; hire; retention,2,True,True
279661,304,10331743,Steven Glazer,Person,"Thank you, Chair McNerney. What a treat to be back here in the capital. A different seat, but a joy and a pleasure to be here. I'm here on behalf of Rebuild Local News. It's a national, nonpartisan, nonprofit coalition developing and advancing effective public policies designed to strengthen community news and information.",AB 2222,288,691,False,non_legislator,4,I'm here on behalf of Rebuild Local News.,local_news,Local News,1,True,True
279661,304,10331743,Steven Glazer,Person,"Thank you, Chair McNerney. What a treat to be back here in the capital. A different seat, but a joy and a pleasure to be here. I'm here on behalf of Rebuild Local News. It's a national, nonpartisan, nonprofit coalition developing and advancing effective public policies designed to strengthen community news and information.",AB 2222,288,691,False,non_legislator,5,"It's a national, nonpartisan, nonprofit coalition developing and advancing effective public policies designed to strengthen community news and information.",local_news; nonprofit_small_outlets,community news; nonprofit,2,True,True
279661,305,10331744,Steven Glazer,Person,"You know, because I sat in the seats that you're in today, I know that part of really trying to do your job well is to have access to information, to know what's happening in your community, and you do that with your own outreach, with your own staff. But a key part of that is the storytelling that you hear from local news about what's happening, whether it's about health care issues or safety or schools or the environment or immigration.",AB 2222,288,691,False,non_legislator,2,"But a key part of that is the storytelling that you hear from local news about what's happening, whether it's about health care issues or safety or schools or the environment or immigration.",local_news,local news,1,True,True
279661,307,10331746,Steven Glazer,Person,"More than two-thirds of journalists have lost their jobs. And a key question that this bill tries to address is that what's the role of government in a place in which news wants to have a separation, a distance because they over they they they report on what what you and we do. But but this bill, Assembly bill 2222, does exactly the does it in exactly the right way through a tax credit.",AB 2222,288,691,False,non_legislator,1,More than two-thirds of journalists have lost their jobs.,journalists_reporters; employment_workforce,journalists; jobs,2,True,True
279661,309,10331748,Steven Glazer,Person,"Some of you have heard me say that, you know, there is more than 2,000 registered lobbyists here in Sacramento, but few of them have democracy on their client list. Measures like this don't have the power players that typically occupy a room like this. But we know that independent news gathering and reporting is the infrastructure of a democracy. Community news equips you, the people's representative, to do your best work.",AB 2222,288,691,False,non_legislator,4,"Community news equips you, the people's representative, to do your best work.",local_news,Community news,1,True,True
279661,313,10331754,Timothy Grayson,Legislator,"Mister Chair, thank you very much. And to Assemblymember Ward, one of the greatest compliments I ever had in this building was when I was called Assemblymember Ward. Yes. So, having said that, just a clarification on a qualified journalist.",AB 2222,288,691,False,procedural,4,"So, having said that, just a clarification on a qualified journalist.",journalists_reporters,journalist,1,True,True
279661,314,10331755,Timothy Grayson,Legislator,"If I understand it correctly, according to the bill analysis, the qualified journalist would be one that is working for a - that is a network or a news agency?",AB 2222,288,691,False,substantive,1,"If I understand it correctly, according to the bill analysis, the qualified journalist would be one that is working for a - that is a network or a news agency?",journalists_reporters,journalist,1,True,True
279661,315,10331756,Chris Ward,Legislator,"I believe so too. I know that we're taking a clarifying amendment, of course, to point out that a qualified journalist would reside in the state, would be a resident of the state.",AB 2222,288,691,False,substantive,2,"I know that we're taking a clarifying amendment, of course, to point out that a qualified journalist would reside in the state, would be a resident of the state.",journalists_reporters,journalist,1,True,True
279661,319,10331760,Chris Ward,Legislator,We'll double check on that and if that that is confusing. That's a part-time journalist for qualifying part time. Does it have a minimum number of hours?,AB 2222,288,691,False,substantive,2,That's a part-time journalist for qualifying part time.,journalists_reporters; employment_workforce,journalist; part-time; part time,2,True,True
279661,322,10331763,Timothy Grayson,Legislator,"It's important for me because you just I think you used the, one of the witnesses here, used the word multiple times: quality. And that's what I know you aspire for, and that's quality journalism. And so that's important to me to make sure that we're getting the right information, and exactly what you're trying to accomplish, and making sure that the biases are not in there. They're literally laying out the truth, and accurate information. I also wanna just thank my predecessor, for his great work on this.",AB 2222,288,691,False,substantive,2,"And that's what I know you aspire for, and that's quality journalism.",journalists_reporters,journalism,1,True,True
279661,328,10331769,Jerry McNerney,Legislator,"And it's clear that, journalism isn't in decline. A lot of reasons beside behind this, I think, automation and, artificial intelligence are are gonna be making it even more difficult. So, we need to take whatever steps we can. And I wanna just put for the record, Assemblymember, are you accepting the committee amendments? Yes.",AB 2222,288,691,False,substantive,1,"And it's clear that, journalism isn't in decline.",journalists_reporters,journalism,1,True,True
279661,330,10331771,Chris Ward,Legislator,"I would just say, again, thank you for your time and consideration and all the hard work on this bill. Ultimately, this is both a jobs bill and a democracy bill. We are witnessing in real time the closure of stations that serve broad regions of our state with that trusted local news.",AB 2222,288,691,False,substantive,3,We are witnessing in real time the closure of stations that serve broad regions of our state with that trusted local news.,local_news,local news,1,True,True
279661,682,10332181,Jerry McNerney,Legislator,"The vote is 4-0. The bill is out. Next, we have file item number 11, AB 2222 by Assembly Member Ward.",AB 2222,288,691,True,procedural,3,"Next, we have file item number 11, AB 2222 by Assembly Member Ward.",bill_reference,AB 2222,1,True,True
280019,1055,16793281,Akilah Weber Pierson,Legislator,"Ayes, 32. No, zero. The measure passes. We'll move now to file item 139, AB 2222. Secretary, please read.",AB 2222,1052,1066,True,unclear,4,"We'll move now to file item 139, AB 2222.",bill_reference,AB 2222,1,True,True
280019,1057,16793284,Jerry McNerney,Legislator,"Thank you, Madam president, distinguished colleagues. AB 2222 from Assemblymember Ward provides a lifeline to California's struggling local news outlets by creating a refundable tax credit to help them retain existing journalists and to hire new reporters.",AB 2222,1052,1066,True,substantive,2,AB 2222 from Assemblymember Ward provides a lifeline to California's struggling local news outlets by creating a refundable tax credit to help them retain existing journalists and to hire new reporters.,bill_reference; local_news; journalists_reporters; news_organizations; employment_workforce; tax_credit,AB 2222; local news; journalists; reporters; news outlets; hire; retain; tax credit; refundable tax credit,6,True,True
280019,1058,17069052,Jerry McNerney,Legislator,"Importantly, this program is available to qualifying local news outlets regardless of their political perspectives. This bill does not tell journalists what to cover or allow the state to pick winners or losers. Period.",AB 2222,1052,1066,False,substantive,1,"Importantly, this program is available to qualifying local news outlets regardless of their political perspectives.",local_news; news_organizations,local news; news outlets,2,True,True
280019,1058,17069052,Jerry McNerney,Legislator,"Importantly, this program is available to qualifying local news outlets regardless of their political perspectives. This bill does not tell journalists what to cover or allow the state to pick winners or losers. Period.",AB 2222,1052,1066,False,substantive,2,This bill does not tell journalists what to cover or allow the state to pick winners or losers.,journalists_reporters,journalists,1,True,True
280019,1059,16793285,Jerry McNerney,Legislator,"Outlets qualify by meeting objective standards focused on legitimate local journalism. Recent amendments strengthen the bill by extending, by ensuring nonprofit newsrooms can fully benefit from the refundable credit at a time when local newspapers are closing.",AB 2222,1052,1066,False,substantive,1,Outlets qualify by meeting objective standards focused on legitimate local journalism.,local_news; journalists_reporters,local journalism; journalism,2,True,True
280019,1059,16793285,Jerry McNerney,Legislator,"Outlets qualify by meeting objective standards focused on legitimate local journalism. Recent amendments strengthen the bill by extending, by ensuring nonprofit newsrooms can fully benefit from the refundable credit at a time when local newspapers are closing.",AB 2222,1052,1066,False,substantive,2,"Recent amendments strengthen the bill by extending, by ensuring nonprofit newsrooms can fully benefit from the refundable credit at a time when local newspapers are closing.",local_news; news_organizations; tax_credit; nonprofit_small_outlets,local newspapers; newsrooms; newspapers; refundable credit; nonprofit,4,True,True
280019,1060,17070279,Jerry McNerney,Legislator,"And we've all seen these local newspapers closing in our districts. They're being forced to do so with few reporters. AB 2222 markets a targeted investment in the people who will cover our cities, schools, neighborhoods, and communities.",AB 2222,1052,1066,True,substantive,1,And we've all seen these local newspapers closing in our districts.,local_news; news_organizations,local newspapers; newspapers,2,True,True
280019,1060,17070279,Jerry McNerney,Legislator,"And we've all seen these local newspapers closing in our districts. They're being forced to do so with few reporters. AB 2222 markets a targeted investment in the people who will cover our cities, schools, neighborhoods, and communities.",AB 2222,1052,1066,True,substantive,2,They're being forced to do so with few reporters.,journalists_reporters,reporters,1,True,True
280019,1060,17070279,Jerry McNerney,Legislator,"And we've all seen these local newspapers closing in our districts. They're being forced to do so with few reporters. AB 2222 markets a targeted investment in the people who will cover our cities, schools, neighborhoods, and communities.",AB 2222,1052,1066,True,substantive,3,"AB 2222 markets a targeted investment in the people who will cover our cities, schools, neighborhoods, and communities.",bill_reference,AB 2222,1,True,True
280019,1061,16793286,Jerry McNerney,Legislator,"The bill will keep a local journalist on the job and ensure Californians continue to have access to reliable information about their communities. If you rely on your local journalists, you'll wanna support this one. On behalf of Assemblymember Ward, I respectfully ask for an aye vote.",AB 2222,1052,1066,False,substantive,1,The bill will keep a local journalist on the job and ensure Californians continue to have access to reliable information about their communities.,local_news; journalists_reporters; information_effects; employment_workforce,local journalist; journalist; reliable information; job,4,True,True
280019,1061,16793286,Jerry McNerney,Legislator,"The bill will keep a local journalist on the job and ensure Californians continue to have access to reliable information about their communities. If you rely on your local journalists, you'll wanna support this one. On behalf of Assemblymember Ward, I respectfully ask for an aye vote.",AB 2222,1052,1066,False,substantive,2,"If you rely on your local journalists, you'll wanna support this one.",local_news; journalists_reporters,local journalists; journalists,2,True,True
280028,89,17161050,Josh Lowenthal,Legislator,"Thank you, Assembly Member Irwin. All debate having ceased. Clerk will open the roll. All Members vote who desire to vote. All Members vote who desire to vote. All Members vote who desire to vote. Clerk will close the roll, tally the votes. Ayes 66, noes zero. Senate amendments are concurred in. File item 44 is AB 2222 by Assembly Member Ward. This is a 54 vote bill. The clerk will read.",AB 2222,86,94,True,substantive,10,File item 44 is AB 2222 by Assembly Member Ward.,bill_reference,AB 2222,1,True,True
280028,91,17161054,Chris Ward,Legislator,"Thank you, Mister speaker. Pleased that AB 2222, a community news act is back for concurrence and Senate amendments. These amendments strengthen and refine the bill while preserving its core purpose to support local journalism and the reporters who keep our communities informed. Most importantly, the amendments ensure that nonprofit news organizations, including qualified public broadcasters, can benefit from the refundable credit.",AB 2222,86,94,True,substantive,2,"Pleased that AB 2222, a community news act is back for concurrence and Senate amendments.",bill_reference; local_news,AB 2222; community news act; community news,2,True,True
280028,91,17161054,Chris Ward,Legislator,"Thank you, Mister speaker. Pleased that AB 2222, a community news act is back for concurrence and Senate amendments. These amendments strengthen and refine the bill while preserving its core purpose to support local journalism and the reporters who keep our communities informed. Most importantly, the amendments ensure that nonprofit news organizations, including qualified public broadcasters, can benefit from the refundable credit.",AB 2222,86,94,True,substantive,3,These amendments strengthen and refine the bill while preserving its core purpose to support local journalism and the reporters who keep our communities informed.,local_news; journalists_reporters,local journalism; reporters; journalism,2,True,True
280028,91,17161054,Chris Ward,Legislator,"Thank you, Mister speaker. Pleased that AB 2222, a community news act is back for concurrence and Senate amendments. These amendments strengthen and refine the bill while preserving its core purpose to support local journalism and the reporters who keep our communities informed. Most importantly, the amendments ensure that nonprofit news organizations, including qualified public broadcasters, can benefit from the refundable credit.",AB 2222,86,94,True,substantive,4,"Most importantly, the amendments ensure that nonprofit news organizations, including qualified public broadcasters, can benefit from the refundable credit.",news_organizations; tax_credit; nonprofit_small_outlets,news organizations; refundable credit; nonprofit,3,True,True
