hearing_id,statement_index,dom_id,speaker,speaker_type,statement
279611,1416,6840329,Diane Dixon,Legislator,"And this is what the families and the caregivers want and the medical community. It is really important to simplify this process. So these children and adults can get the treatment that they need as quickly as possible. And thank you so much, Assembly Member, for carrying this bill. It's so important. Thank you."
279611,1417,6840330,Josh Lowenthal,Legislator,"Thank you, Assembly Member Dixon. Seeing and hearing no further debate, Assembly Member Zbur, do you wish to close?"
279611,1418,6840331,Rick Chavez Zbur,Legislator,"I'd like to thank my colleagues for the support here. I wanna thank the other Members of the Rare Disease Caucus and those who participated in the roundtable that led to this disease. Again, this is about protecting the health of children with rare diseases. I respectfully ask for your aye vote."
279611,1419,6840332,Josh Lowenthal,Legislator,"Thank you, Assembly Member Zbur. All debate having ceased, Clerk will open the roll. All Members vote who desire to vote. All Members vote who desire to vote. All Members vote who desire to vote. Clerk will close the roll, tally the votes. Ayes 59, noes zero. The measure passes. We're gonna... Excuse me. Madam Majority Leader, you're recognized for your procedural motion."
279611,1420,6840370,Cecilia Aguiar-Curry,Legislator,"Mr. Speaker, at the request of the author, please move file item 32, AB 2525, Ward, to the inactive file."
279611,1421,6840409,Josh Lowenthal,Legislator,"Clerk will note. Okay. We are going to go to file item 95, AB 2304 by Assembly Member Lackey. The Clerk will read."
279611,1422,6840410,Committee Secretary,Person,"Assembly Bill 2304 by Assembly Member Lackey and others, an act relating to social workers."
279611,1423,6840411,Josh Lowenthal,Legislator,"Assembly Member Lackey, you are recognized."
279611,1424,6840412,Tom Lackey,Legislator,"Thank you, Mr. Speaker. Colleagues, for my entire time here on this floor, I've been trying to pass legislation revolving around this horrific tragedy. I know there's not many people here and they're all eating, but I would like your attention, please. This is a big deal to me."
279611,1425,6840413,Tom Lackey,Legislator,We had a young man named Gabriel Fernandez who was tortured by his own family. His biological mother and his and her boyfriend. They tortured this young man. He was eight years old. Our system did not protect him. And I've been trying since I've been here to try to bring remedy to prevent this kind of tragedy from happening.
279611,1426,6840414,Tom Lackey,Legislator,"And guess what? We've had four others. Four, by their own family. This is ridiculous, and it's heartbreaking. And I understand the hesitation because we don't want to, we definitely don't want to accuse somebody who's not guilty, but we gotta protect these people that deserve our protection for heaven's sake."
279611,1427,6840415,Tom Lackey,Legislator,"Think of the tragedy of these young people being tortured by their own family. There are holes in our system, folks. And we're, this bill, all it does is try to bring remedy to that. Please understand how important this is. I'm not gonna belabor the point, but I hope that you will act in the interest of these innocent kids."
279611,1428,6840416,Tom Lackey,Legislator,"I guarantee you there's more of these crazy families that are engaging in this kind of conduct, and we need to make sure that when there's injury involved and there's professionals there, that they take action, and they don't falsify reports. That's what's happened in these cases. People aren't acting in the interest of children. What kind of despicable act is that? We need this kind of remedy, folks. This is very reasonable. Please help us protect these children. Vote yes."
279611,1429,6840417,Josh Lowenthal,Legislator,"Thank you, Assembly Member Lackey. Assembly Member Carrillo, you are recognized."
279611,1430,6840418,Juan Carrillo,Legislator,"Thank you, Mr. Speaker. I also rise to support AB 2304, a tragedy that happened in the Antelope Valley. We both represent the Antelope Valley, the author of the bill and myself. I do remember those days and knowing that now it happened four times to four different families. I urge your aye vote on Assembly Bill 2304."
279611,1431,6840419,Josh Lowenthal,Legislator,"Thank you, Assembly Member Carrillo. Seeing and hearing no further debate, Assembly Member Lackey, do you wish to close? All debate having ceased, the Clerk will open the roll. All Members vote who desire to vote. All Members vote who desire to vote. All Members vote who desire to vote. Clerk will close the roll, tally the votes. Aye 60, noes zero. The measure passes."
279611,1432,6841394,Josh Lowenthal,Legislator,And we are going to go to file item 129. 129 is AB 2716 by Assembly Member Ávila Farías. The Clerk will read.
279611,1433,6841395,Committee Secretary,Person,"Assembly Bill 2716 by Assembly Member Ávila Farías, an act relating to oil and gas."
279611,1434,6841396,Josh Lowenthal,Legislator,"Assembly Member Ávila Farías, you are recognized."
279611,1435,6841397,Anamarie Farias,Legislator,"Thank you, Mr. Speaker and Members. I'm pleased to present AB 2716. AB 2716 delivers a cleanup legislation that the governor called for when he signed AB 1167 in 2023. In his signing message, he cautioned that the increasing financial assurance required for oil well transfers could cause more operation operators to desert their wells. Historically, CalGEM processed an average of 3,500 wells per year."
279611,1436,6841398,Anamarie Farias,Legislator,"Since the passage of AB 1167, there has been one well transfer, and as a result, no decrease to the state's liability. As amended in the Natural Resource Committee, AB 2716 gives oil and gas well operators reasonable alternative financial assurances options while simultaneously increasing bonding amount cap with a tiered system, requiring additional financial information to be periodically provided by CalGEM."
279611,1437,6841399,Anamarie Farias,Legislator,"And made and made this bill and it's this bill is contingent upon the passage of AB 2461, Hart bill. AB 2716 along with AB 2461 strikes the right balance and will reduce the occurrence of orphan wells, protecting California's environment and public health. I thankfully and respectfully ask for your aye vote."
279611,1438,6841400,Josh Lowenthal,Legislator,"Thank you, Assembly Member Ávila Farías. All debate having ceased, Clerk will open the roll. All Members vote who desire to vote. All Members vote who desire to vote. All Members vote who desire to vote."
279611,1439,6841527,Josh Lowenthal,Legislator,"Clerk will close the roll tally to vote Ayes 41, Noes 0. The measure passes. File item 162. File item 162 is AB 2189 by Assemblymember Nguyen."
279611,1440,6841528,Josh Lowenthal,Legislator,The clerk will read.
279611,1441,6841529,Committee Secretary,Person,"Assembly Bill 2189 by Assemblymember Nguyen and others, and I believe to developmental services."
279611,1442,6841530,Josh Lowenthal,Legislator,"Assemblymember Nguyen, you are recognized."
279611,1443,6841531,Stephanie Nguyen,Legislator,"Thank you, Mr. Speaker. This bill authorizes the State Council of Developmental Disabilities to to award an $800,000 annual grant over three years for a coordinated effort statewide coordinated effort to be able to train parents of students with disabilities are in a special education to learn how to advocate for themselves and also be able to know their rights. This bill has enjoyed bipartisan support, and I respectfully ask for your Aye vote."
279611,1444,6841532,Josh Lowenthal,Legislator,"Thank you. Assemblymember Nguyen. All debate haven't seized excuse me. Mister Jeff Gonzalez, you are recognized."
279611,1445,6841533,Jeff Gonzalez,Legislator,"I appreciate my colleague on this. This is something that we had to learn firsthand with with our with our kids. This is a vital bill, colleagues. This is absolutely necessary that you do this. I can't tell you how many parents we run across all over California that just don't know how to how to traverse the system."
279611,1446,6841534,Jeff Gonzalez,Legislator,"So I thank you to my colleague for being a leader in this space, and I respectfully ask for an Aye vote."
279611,1447,6841535,Josh Lowenthal,Legislator,"Thank you. Assemblymember Gonzalez. Seeing and hearing no further debate, Assemblymember Nguyen, do you wish to close?"
279611,1448,6841536,Stephanie Nguyen,Legislator,"I wanna thank my colleague for standing up and speaking in support. I felt like I was one of the only ones that would come out and speak about this, and I wholeheartedly appreciate you and really appreciate the fact that we both get to be on this floor here advocating for not just our kids, but all"
279611,1449,6841537,Stephanie Nguyen,Legislator,the other kids that get left behind and all the other parents that get left behind. So this is gonna be a
279611,1450,6841538,Stephanie Nguyen,Legislator,"game changer for us to start, like you said. And I think between us here here on the floor, we're going to be able to do so so much more. So thank you and I respectfully ask for your Aye vote."
279611,1451,6841539,Josh Lowenthal,Legislator,Thank you Assemblymember Nguyen. All debate having ceased clerk will open the roll. All Members vote who desire to vote. All Members vote who desire to vote. All Members vote who desire to vote.
279611,1452,6841457,Josh Lowenthal,Legislator,"The Clerk will close the roll, tally the votes. Ayes 58, noes zero. The measure passes. File item 185. File item 185 is AB 1923 by Assembly Member Soria. The Clerk will read."
279611,1453,6841458,Committee Secretary,Person,"Assembly Bill 1923 by Assembly Member Soria and others, an act relating to hospitals and declaring the urgency thereof to take effect immediately."
279611,1454,6841459,Josh Lowenthal,Legislator,"Assembly Member Soria, you are recognized."
279611,1455,6841460,Esmeralda Soria,Legislator,"Thank you, Mr. Speaker and Members. AB 1923 will help keep California's hospitals open by expanding the Distressed Hospital Loan Program to new financially distressed hospitals, ensuring past loan recipients still under financial distress are able to receive loan forgiveness and increases. And this bill increases safeguards on the program to ensure only hospitals under true financial distress receive these loans."
279611,1456,6841461,Esmeralda Soria,Legislator,"And December 22, 2022, less than three weeks from the day I was sworn in, as you many of you know, I learned that the Madera Community Hospital's hospital was intending to close. By January of the following year, the hospital had closed its doors and created a health care crisis in the heart of my district."
279611,1457,6841462,Esmeralda Soria,Legislator,"To address this crisis and numerous looming financial crisis at other hospitals throughout the state, many of us worked hard to ensure and we to create the Distressed Hospital Loan Program. This program today will infuse $300 million into 15 desperate hospitals that our community is dependent on, keeping them from closing or severely curtailing services."
279611,1458,6841463,Esmeralda Soria,Legislator,"And in Madera's case, it reopened the doors in March 2025. However, as we all know, the financial strain on California's hospitals has only continued to to grow. And with the impacts of HR 1, we know more hospitals are gonna be in financial distress."
279611,1459,6841464,Esmeralda Soria,Legislator,"And so today, we are I'm bringing this bill forward to ensure that we keep our hospitals open by building on the success of the original Distressed Hospital Loan Program and expanding it to ensure that no hospital experiences what my hospital and my community did during its closure. So I respectfully ask for an aye vote."
279611,1460,6841465,Josh Lowenthal,Legislator,"Thank you, Assembly Member Soria. Assembly Member Rogers, you are recognized."
279611,1461,6841466,Chris Rogers,Legislator,"Thank you, Mr. Speaker. I rise as a co-author on AB 1923 and wanna thank my colleague for bringing the bill forward. I don't need to belabor the point. I think she hit it well. But just as a reminder for this body, 20% of the state's citizens live in rural communities, but only 9% of its health professionals do as well."
279611,1462,6841467,Chris Rogers,Legislator,"We had a shortage before HR 1. This body was already taking action to stabilize our rural communities and rural hospitals and health care before HR 1. And then we know that, obviously, those impacts are gonna be significant on our communities as well. So I urge an aye vote."
279611,1463,6841468,Josh Lowenthal,Legislator,"Thank you, Assembly Member Rogers. Seeing and hearing no further debate, Assembly Member Soria, do you wish to close?"
279611,1464,6841469,Esmeralda Soria,Legislator,I just respectfully ask for an aye vote.
279611,1465,6841470,Josh Lowenthal,Legislator,"Thank you, Assembly Member. All debate have been ceased. Clerk will open the roll. All Members vote who desire to vote. All Members vote who desire to vote. All Members vote who desire to vote. Clerk will close the roll, tally the votes. Ayes 63, noes zero on the urgency. Ayes 63, noes zero on the measure. The measure passes."
279611,1466,6841726,Josh Lowenthal,Legislator,"Assembly Member Petrie-Norris, we're gonna take up file item number 58. File item number 58 is AB 1830 by Assembly Member Petrie-Norris. Clerk will read."
279611,1467,6841727,Committee Secretary,Person,"Assembly Bill 1830 by Assembly Member Petrie-Norris and others, an act relating to vehicles."
279611,1468,6841728,Josh Lowenthal,Legislator,"Assembly Member Petrie-Norris, you are recognized."
279611,1469,6841729,Cottie Petrie-Norris,Legislator,"Thank you, Mr. Speaker. Members, I rise to present AB 1830. This measure requires that any individual convicted of a DUI in California install an ignition interlock device. This will help keep our roads safe and save lives across the state. This bill has received broad bipartisan support and no no votes. I respectfully ask for your aye vote."
279611,1470,6841730,Josh Lowenthal,Legislator,"Thank you, Assembly Member Petrie-Norris. All debate having ceased, Clerk will open the roll. All Members vote who desire to vote. All Members vote who desire to vote. All Members vote who desire to vote. Clerk will close the roll, tally the votes. Ayes 62, noes zero. The measure passes. Members, Mr. Gipson has asked to lift the call on file item 172, AB 2405. Clerk will post. Close the roll. Tally the votes. Ayes 45, noes 18. The measure passes. Okay."
279611,1471,6841637,Josh Lowenthal,Legislator,We are going back to file item one fifty five. File item 155. This is AB 1883 by Assemblymember Bryan. The clerk will read.
279611,1472,6841638,Committee Secretary,Person,Assembly Bill 1883 by Assemblymember Bryan an act relating to employment.
279611,1473,6841639,Josh Lowenthal,Legislator,"Assemblymember Bryan, you are recognized."
279611,1474,6841640,Isaac Bryan,Legislator,"Thank you, Mr. Speaker and colleagues. I rise to present AB 1883. It's a simple bill that limits invasive workplace surveillance tool. It's the rare combination of a labor Fed sponsored bill and a poor act supported bill carried by me. It's been voted by every single Democrat in the privacy committee, and I respectfully ask for your Aye vote."
279611,1475,6841641,Josh Lowenthal,Legislator,"Thank you, Assemblymember Bryan. All debate having ceased clerk will open the roll. All Members vote who desire to vote. All Members vote who desire to vote. All Members vote who desire to vote."
279611,1476,6841642,Josh Lowenthal,Legislator,"Clerk will close the roll tally of the vote. Ayes 43, Noes 12. The measure passes. Assemblymember Gabriel, we are going to do a a grip of your bills when you're ready. Okay."
279611,1477,6848468,Josh Lowenthal,Legislator,"We're gonna start with item 59, everybody. File item 59. AB 1836 by Assembly member Gabriel. The clerk will read."
279611,1478,6848469,Reading Clerk,Person,Assembly bill 1836 by Assemblymember Gabriel and others and accolade in the state government.
279611,1479,6848470,Josh Lowenthal,Legislator,"Assemblymember Gabriel, you are recognized."
279611,1480,6848471,Jesse Gabriel,Legislator,"Thank you, Mr. Speaker. I'm proud to present AB 1836, which expands the eligible uses for the California Nonprofit Security Grant Program to include off-site events. Currently, the program allows funding to be used for physical security improvements at a nonprofit facility, but not for events hosted in the community, including celebrations, religious festivals, and cultural gatherings. AB 1836 provides a simple and practical fix by allowing nonprofits to use grant funding to help secure those events as well."
279611,1481,6848472,Jesse Gabriel,Legislator,The bill has no opposition and has received unanimous bipartisan support. Respectfully request your aye vote.
279611,1482,6848473,Josh Lowenthal,Legislator,"Thank you. Assembly member Gabriel, debate having deceased clerk will open the roll. All members vote who desire to vote. All members vote who desire to vote? All members vote who desire to vote."
279611,1483,6848802,Josh Lowenthal,Legislator,"Clerk will close the roll tally votes. Ayes 63, Nos zero. The measure passes. File item 70 is AB 2020, also by Assemblymember Gabriel. The clerk will read."
279611,1484,6848803,Committee Secretary,Person,Assembly Bill 2020 by Assemblymember Gabriel and athlete in the housing.
279611,1485,6848804,Josh Lowenthal,Legislator,"Assemblymember Gabriel, you are recognized. Decorum members. Decorum. Assembly member Gabriel."
279611,1486,6848805,Jesse Gabriel,Legislator,"Thank you, Mr. Speaker. Pleased to present AB 2020, which would preserve existing affordable housing developments and protect low income Californians. California's affordable housing developments operate on razor thin margins relying on carefully structured reserves, just to say solvent over their fifty five year affordability periods. The pandemic forced many to drain reserves while facing rising insurance and maintenance costs, leaving some now facing operating deficits and real foresaw risks."
279611,1487,6848806,Jesse Gabriel,Legislator,AB 2020 fixes that by authorizing HCD to allow the transfer of excess reserves or operating income between development sharing the same sponsor or affiliated ownership.
279611,1488,6848807,Jesse Gabriel,Legislator,"This gives developers a practical tool to stabilize portfolios, protect vulnerable tenants, and safeguard long term affordability. This legislation has bipartisan support, and a broad coalition of affordable housing advocates and builders respectfully request your aye vote on AB 2020."
279611,1489,6848808,Josh Lowenthal,Legislator,"Thank you. Assemblymember Gabriel, I'll debate having ceased. Clerk will open the roll. All members vote who desire to vote. All members vote who desire to vote."
279611,1490,6848809,Josh Lowenthal,Legislator,"All members vote who desire to vote. Clerk will close the roll tally votes. Ayes 65, Nos zero. The measure passes. File item 81 is AB 2204 also by Assemblymember Gabriel."
279611,1491,6848810,Josh Lowenthal,Legislator,The clerk will read.
279611,1492,6850177,Committee Secretary,Person,"Assembly Bill 2204 by Assembly Member Gabriel and others, an act relating to prisons."
279611,1493,6850178,Josh Lowenthal,Legislator,"Assembly Member Gabriel, you may open."
279611,1494,6850179,Jesse Gabriel,Legislator,"Thank you, Mr. Speaker and colleagues. I am pleased today to present AB 2204, which would expand access to organized sports in California correctional facilities. Sports can promote improved physical fitness and mental health, and research has shown that sports program can reduce disciplinary incidents and lower the likelihood of recidivism."
279611,1495,6850180,Jesse Gabriel,Legislator,This bill builds on that principle by increasing access to organized sports by directing CDCR to develop a policy on sports programming and establishing the Second Chance Sports Fund to accelerate the expansion of programming. This bipartisan support support legislation has received unanimous votes and has no opposition. Respectfully request your aye vote.
279611,1496,6850181,Josh Lowenthal,Legislator,"Thank you, Assembly Member Gabriel. All debate having ceased. Clerk will open the roll. All Members vote who desire to vote. All Members vote who desire to vote. All Members vote who desire to vote. Clerk will close the roll, tally the votes. Ayes 63, noes zero. Measure passes. Finally for Mr. Gabriel, file item 105. That's AB 2378, also by Assembly Member Gabriel. The Clerk will read."
279611,1497,6849485,Reading Clerk,Person,"Assemblybill twenty three seventy eight by Assemblymember Gabriel and others, and accolade in criminal justice."
279611,1498,6849486,Josh Lowenthal,Legislator,"Assembly member Gabriel, you are recognized."
279611,1499,6849487,Jesse Gabriel,Legislator,"Thank you very much, mister speaker and colleagues. I am proud to present AB 2378, which would establish the Office of Community Violence Intervention to administer and guide the CalVIP grant program. CalVIP is California's flagship community based violence prevention program and a proven method to reduce gun violence. Last year, California had its lowest gun homicide rate in recorded history, driven in large part by significant reductions in violence among populations served by the CalVIP program."
279611,1500,6849488,Jesse Gabriel,Legislator,This bill would establish the Office of Community Violence Intervention to be led by a full time director enabling more effective administration of the CalVIP program.
279611,1501,6849489,Jesse Gabriel,Legislator,This support support legislation will strengthen and improve the CalVIP program and has received bipartisan support. Thank you and respect for your question. I vote.
279611,1502,6849490,Josh Lowenthal,Legislator,"Thank you, Assemblymember Gabriel. Debate having ceased clerk will open the roll. All members vote who desire to vote. All members vote who desire to vote. All members vote who desire to vote."
279611,1503,6854170,Josh Lowenthal,Legislator,"Clerk will close the roll tally votes. Ayes 60, Nos zero. The measure passes. We're gonna skip to file item 121 by Assemblymember Ward to AB 2564. Clerk will read."
279611,1504,6854171,Committee Secretary,Person,"Assembly Bill 2564 by Assembly member Ward and others, faculty and consumer protection."
279611,1505,6854172,Josh Lowenthal,Legislator,"Assembly member Ward, you are recognized."
279611,1506,6854173,Chris Ward,Legislator,"Well, good evening, Mr. Speaker and members. Today, I'm here to talk about an issue that affects every consumer, each one of your constituents here in California, and that is surveillance pricing. So right now, companies are using personal identifiable information collected on a consumer, like your age, your gender, marital status, your geolocation, or online search history to adjust the price of goods based on their perceived willingness to pay."
279611,1507,6854174,Chris Ward,Legislator,"And simply put, companies are using what they know about you, who you are, and where you go, and how much you spend, and even your location to decide how much to charge you. So at a time when we hear nothing but address affordability, when prices of basic necessities are rising across the board, it is more critical than ever to be able to ensure that people are not being unfairly charged higher prices due to their actual or perceived characteristics."
279611,1508,6854175,Chris Ward,Legislator,"Let's be clear. This practice hits hardest on lower income individuals and those with limited shopping options or limited time to shop around. Now last year, an investigation by Consumer Reports revealed that, some created detailed profiles on shoppers based on inferences from data collected through programs and purchased in search histories."
279611,1509,6854176,Chris Ward,Legislator,"In January 2025, the Federal Trade Commission released a preliminary study indicating a wide range of personal data was being used to set individualized consumer prices with initial findings revealing details like a person's precise location or browser history could be frequently used to target consumers with different prices for the very same goods or services."
279611,1510,6854177,Chris Ward,Legislator,"Unfortunately, with the change administration, it seems that the FTC and, the Federal Government have abandoned the issue, and that is why California must act now to prevent surveillance pricing before it becomes an industry standard."
279611,1511,6854178,Chris Ward,Legislator,"Right now, legislatures across the country are waking up to this issue. Over 30 bills in 30 states have been introduced this year alone in both red and blue states. California has always been a leader in consumer protections, and we must ensure that we are not left behind at the expense of our constituents. AB 2564 will put a stop to this practice to ensure that consumers are protected from predatory and discriminatory practices designed to maximize consumer spending."
279611,1512,6854179,Chris Ward,Legislator,"Now I deeply understand and have had a lot of conversation, and I understand those concerns from retailers and business owners about the impact to loyalty programs and discounts."
279611,1513,6854180,Chris Ward,Legislator,"Many of you have talked with me about this here too. Since the introduction of AB 446 last year, we have significantly narrowed the scope of the bill and realized that there is more work to be done, and we also have draft amendments ready to go in Senate rules to make sure that consumer discount pro programs are protected."
279611,1514,6854181,Chris Ward,Legislator,"Pull up the bill on your Ipad, and you can see right now there's already a robust discussion on the preservation of discounts, loyalty programs, and other ways to be able to save monies, but those can certainly be clarified and enhanced. These last two weeks, I've met directly with many of you and took those concerns back to my sponsors."
279611,1515,6854182,Chris Ward,Legislator,We put together these amendments that I am committing to take at the Bill Moose Board and committing for further discussion on these issues and broader issues with those that still remain in opposition.
279611,1516,6854183,Chris Ward,Legislator,"Specifically, amendments that we'll take immediately narrow the scope of the disclosure portion of the bill to only prices based on personally identifiable information, clarify that these offers do not need to be offered to all consumers, just made available to consumers who meet the stated terms and conditions for the available offer."
279611,1517,6854184,Chris Ward,Legislator,"And importantly, provide judicial discretion to ensure that any attorney, the attorney general, district attorney, city attorney who brings the case, the judge can weigh the facts of the case to be able to make sure that any penalties are actually fair. This is not a bill that is meant to engender a whole barrage of lawsuits that are especially gonna target potential small businesses."
279611,1518,6854185,Chris Ward,Legislator,"That would be a factor in these amendments right now to make sure that a wide scope of considerations are taken by a judge to make sure that if a unintentional infraction of this occurred, not that we're and we're trying to avoid any scenario in that where where that could be, but if somebody got clever and decided there was a infraction of this bill should it become law, that all these circumstances could be taken into account to make sure that they wouldn't be penalized unfairly."
279611,1519,6854186,Chris Ward,Legislator,"We're committed to continuing this work in the Senate with the opposition to ensure that the bill is workable. Importantly, this needs to stand as a model for other states. We have, like I said, 30 states working on this in a variety of different ways. We can get this right and California can continue to set the gold standard if we continue these conversations. I respectfully request your aye vote."
279611,1520,6854187,Josh Lowenthal,Legislator,"Thank you, Assemblymember Ward. Assemblymember Zbur, you are recognized."
279611,1521,6854188,Rick Chavez Zbur,Legislator,"So I wanna thank the author of AB 2564. I wanna thank him for his engagement with me this week. As we have discussed, I think this bill continues to have need some work related to discounts. Discounts that don't, obviously, discriminate based on income or discriminate on certain characteristics are good things. And I think consumers want discounts."
279611,1522,6854189,Rick Chavez Zbur,Legislator,"They want loyalty programs. And there are still some aspects of the bill, I think, that, you know, some of the things requiring posting on websites that, when these discounts, you know, are are changed pretty frequently on sort of the normal course activities of a retailer. I appreciate that the that the author has, committed to continue working with the with the retailers and others about this bill. I do think that needs some work. I have confidence in the author that he will continue doing that."
279611,1523,6854190,Rick Chavez Zbur,Legislator,"And with that, I plan on supporting the bill today. Thanks."
279611,1524,6854191,Josh Lowenthal,Legislator,"Thank you, Assemblymember Sporris. Assemblymember Wilson, you are recognized."
279611,1525,6854192,Lori Wilson,Legislator,"Thank you, mister speaker. I had an opportunity I rise to talk about this bill. I had an opportunity, to vote on a version of this bill last year. It didn't get where it needed to go, and the author on his own pulled the bill, Which I recognize as a trustworthy colleague. This year, I've had the opportunity to see this bill in committee, voted on it, shared my concerns, thought it had gotten to a better place, voted to share my concerns."
279611,1526,6854193,Lori Wilson,Legislator,"But it was more, centered around these late amends that, brings me, to talk today. I think that everyone on this floor can agree that no one wants there to be personally identify personal identified information to be used against you in the marketplace. Whether that causes you to pay a premium for goods and services, or be unfairly excluded from discounts. I think that is like a common denominator related to this, and I think that's the intent of the author."
279611,1527,6854194,Lori Wilson,Legislator,"I I still though, having seen the mock up of the men's that are going to be taken into Senate, I still have some concerns."
279611,1528,6854195,Lori Wilson,Legislator,"And so I just want to talk to the you know, ask the author to either address immediately or address in his closing related to those concerns. I'll be supporting the bill today, but these are extremely important to me that I think in order to be able to support this when this comes back have to be addressed. First of all, litigation risk associated with offering discounts."
279611,1529,6854196,Lori Wilson,Legislator,"The current language or the mock up language, I will say, makes any discount offered unlawful unless specifically outlined in the provisions of the bill. And I know there's been in the mock up language, we disagree on this."
279611,1530,6854197,Lori Wilson,Legislator,"But because the language goes back to existing statute, which talks about inferred, that still is an issue. Because you can use personal data to infer something, then that would be unlawful. Secondly is the disclosure requirements, I believe are still onerous. And definitely need to be worked on. And last but not least, I support civil action that you have in the bill by the attorney general, city attorney, County Council."
279611,1531,6854198,Lori Wilson,Legislator,"But for the individual consumer, even though it's no longer a monetary damages, but injunctive relief, I still think is an issue. I mean, when we think about litigation risk and this particular part of the private right of action, remember, every time you go into a court case, involving a court case, that is costly. And so every business or retailer that is spending their time battling courts are spending resources which drives the cost up for everyone."
279611,1532,6854199,Lori Wilson,Legislator,"And so I think those are three areas that I still think need working on, give you an opportunity to address those at your convenience, but I would like to see those, dealt with as you navigate the second house."
279611,1533,6854200,Josh Lowenthal,Legislator,Without objection.
279611,1534,6854201,Chris Ward,Legislator,"Mister speaker, I'm happy to address those, because I have some separate thoughts from my close, of course. You raised some really good points. Exactly some of the other points that others that are paying close and special attention to this bill are raising, and so these are areas of focus that we will continue to be able to work on."
279611,1535,6854202,Chris Ward,Legislator,"With regard to the conversation or the the issue around any, discount pricing, whether or not the language in here is really specific to information that is inferring something else. I do note that one of the, amendments that we do need to especially enumerate here is that we are making sure that just on a top line basis that any discount that is publicly available is already off of the table."
279611,1536,6854203,Chris Ward,Legislator,"So a little bit above the section where we're getting into what is qualified as discounts that are offered attached to any personal identifiable information collected through electronic surveillance technology. There already will be this broad exemption for any personal and what do I mean by that when we're talking, like, statutory code language? Right? In plain English, that means that if a discount is a vet available to a veteran, it should be available to all veterans. Right?"
279611,1537,6854204,Chris Ward,Legislator,"And it's not something that should be subject to, like, you know, the, any, infraction of this bill. And then to the issue of civil action, you're right. The work that we did last year actually removed the private right of action from the ability to have, civil suit. We still, believe and we're working intentionally to make sure that the right to be able to make sure that somebody is able to say, hey. This happened to me."
279611,1538,6854205,Chris Ward,Legislator,"Is there an opportunity for injunctive relief? Open discussion here. I do agree, and we have shifted a lot of the burden for any prosecution or the ability to be able to prosecute onto these public attorneys. But this is still an open question here that I'd be happy to continue the conversation."
279611,1539,6854206,Josh Lowenthal,Legislator,"Thank you, Assemblymember Ward for that response. And seeing and hearing no further debate, do you wish to close on the measure?"
279611,1540,6854207,Chris Ward,Legislator,"Thank you, Mr. Speaker. So I really appreciate a very, great discussion through our Judiciary Committee, certainly through our privacy and consumer protection committee, because this is a very real and present issue. I I might argue a real and present danger to so many consumers. We know that this is happening right under our nose, but the thing well, actually, we don't know that this is happening That's the problem."
279611,1541,6854208,Chris Ward,Legislator,This is so nefarious and so under the radar that this is happening if you do a little bit of research and you're able to actually take that extra step to be able to compare with a friend across the country or somebody else with a different kind of profile.
279611,1542,6854209,Chris Ward,Legislator,"Even my spouse and I were sitting on the couch next to next to each other looking up, online, for two things, and on our phones got two different prices. Right? At the exact same time for the exact same thing. We went for the cheaper one. But you have to take these other steps now as a consumer to really make sure that you're getting the price."
279611,1543,6854210,Chris Ward,Legislator,"Some would argue, okay. Well, you wanna do that diligence. You but a lot of us don't have the opportunity or the time in our day as we're going through our our busy and daily lives. We wanna know that the price that we see online is the fair price. And you might agree that that's my willingness to pay, but you should not be in a we should not be in a consumer society, where you are being subjected to a higher price because of your own personal characteristics."
279611,1544,6854211,Chris Ward,Legislator,"Because if you're a single mom and that algorithm knows you have the profile of being a single mom, you shouldn't have to pay more for diapers to be overnighted because you're about to run out of diapers. If you are trying to be able to call an Uber because you are in desperate need to be able to get home and your battery is running low, you should not have that information about how low your battery is."
279611,1545,6854212,Chris Ward,Legislator,"Factor into that price that is elevating the price because your battery is about to die and you need to get that price. And these are all of these sort of back channel ways that our constituents and consumers across California are getting taken for a ride at the expense at their expense and to the profit of others that are really, I think, abusing a very what was formally a very fair relationship between the consumer and a retailer, consumer and a business."
279611,1546,6854213,Chris Ward,Legislator,"So we really have a responsibility to be able to set those parameters and level that playing field, but the devil is in the details."
279611,1547,6854214,Chris Ward,Legislator,"When we bring it back from plain English and into the statutory code, getting the code right matters. Getting these definitions matters. That's why working on privacy bills is one of our most challenging, and I would argue one of my favorite opportunities here in this legislature, because the impact is real. The dollars are real to everybody that's trying to tackle affordability, and we can make a lot of progress here and set the gold standard for the country."
279611,1548,6854215,Chris Ward,Legislator,I respectfully ask for your aye vote to continue the conversation in the Senate.
279611,1549,6854216,Josh Lowenthal,Legislator,"Thank you. Assembly member Ward, I'll debate having ceased. Clerk will open the roll. All members vote who desire to vote. All members vote who desire to vote."
279611,1550,6854218,Josh Lowenthal,Legislator,All members vote who desire to vote.
279611,1551,6854217,Josh Lowenthal,Legislator,All members vote who desire to vote.
279611,1552,6849834,Robert Rivas,Legislator,"Clerk will close the roll tally of the vote. Size forty one is twenty one. The measure passes. Assemblymember Bauer Kehan, you are recognized."
279611,1553,6849835,Heather Hadwick,Legislator,"Point of personal privilege, mister speaker."
279611,1554,6849836,Robert Rivas,Legislator,State your point.
279611,1555,6849837,Rebecca Bauer-Kahan,Legislator,"I'd like to congratulate our reading clerk, David Bowman, on the graduation of his first born today from high school. Congratulations you and your daughter."
